# This CSV file was created by downloading the Excel spreadsheet
# elife-100574-table3-data1-v1.xlsx from the Marino et al 2025 eLife
# paper (https://doi.org/10.7554/eLife.100574.3), then converting the
# spreadsheet to CSV using Excel.
Clade,Species,TaxId,Phylum,Class,Order,Family,Accession_assembly,BUSCO_Duplicate,Genome_size,MaxLongevity_y,Source_MaxLongevity,Mass_g,Source_mass,MaxLongevity_y_log,Mass_g_log,n_markers_phylter_noshortbr,dN_CM_phylter_noshortbr,dS_CM_phylter_noshortbr,dNdS_CM_phylter_noshortbr,n_markers_trimmed,dN_CM_phylter_noshortbr_trimmed,dS_CM_phylter_noshortbr_trimmed,dNdS_CM_phylter_noshortbr_trimmed,brlen_coevol_gcpoor,dS_coevol_gcpoor,dNdS_coevol_gcpoor,brlen_coevol_gcrich,dS_coevol_gcrich,dNdS_coevol_gcrich,Overall_repeat_bp,Overall_repeat_gsperc,DNA_bp,DNA_gsperc,RC_bp,RC_gsperc,LTR_bp,LTR_gsperc,PLE_bp,PLE_gsperc,LINE_bp,LINE_gsperc,SINE_bp,SINE_gsperc,Retroposon_bp,Retroposon_gsperc,Unknown_bp,Unknown_gsperc,Other_bp,Other_gsperc,DNA_recent_gsperc,LINE_recent_gsperc,LTR_recent_gsperc,Other_recent_gsperc,Overall_TEs_recent_gsperc,PLE_recent_gsperc,RC_recent_gsperc,Retroposon_recent_gsperc,SINE_recent_gsperc,Unknown_recent_gsperc,DNA_recent_bp,LINE_recent_bp,LTR_recent_bp,Other_recent_bp,Overall_TEs_recent_bp,PLE_recent_bp,RC_recent_bp,Retroposon_recent_bp,SINE_recent_bp,Unknown_recent_bp
Actinopteri,Oryzias_javanicus,123683,Chordata,Actinopteri,Beloniformes,Adrianichthyidae,GCA_003999625.1,1.3,850860000,NA,NA,NA,NA,NA,NA,803,0.04232968,0.417401684,0.101412337,905,0.129024724,1.403043626,0.091960593,0.0914856,1.61075,0.135833,0.107585,1.19007,0.0945378,171132800,20.25,14558772,1.72,292048,0.03,9346396,1.1,297924,0.03,12883340,1.52,357224,0.04,95632,0.01,130720392,15.47,2581072,0.3,0.682285095,1.042003421,0.911516722,NA,9.408273456,0.011992783,0.025810556,0.007560668,0.016815968,6.710288244,5805291,8865990,7755731,NA,80051236,102042,219612,64331,143080,57095159
Actinopteri,Neostethus_bicornis,300306,Chordata,Actinopteri,Atheriniformes,Phallostethidae,GCA_902685375.1,3.7,947997238.2,NA,NA,NA,NA,NA,NA,793,0.169483677,1.852052782,0.091511256,895,0.165461785,1.869021233,0.088528574,0.342155,1.72148,0.118603,0.362988,1.80738,0.0708541,231995712,24.64,32460192,3.44,51220,NA,9133424,0.97,421232,0.04,39014676,4.14,4077152,0.43,130468,0.01,143397632,15.23,3309716,0.35,1.304146414,1.628948476,0.72214815,NA,12.92512328,0.021869026,0.001293329,0.006290284,0.13568202,9.104745579,12363272,15442387,6845945,NA,122529812,207318,12261,59632,1286262,86312737
Actinopteri,Parambassis_ranga,210632,Chordata,Actinopteri,NA,Ambassidae,GCA_900634625.2,2.8,672755802.2,NA,NA,NA,NA,NA,NA,796,0.093905358,0.872466886,0.107632002,894,0.093117537,0.88690349,0.104991736,0.429008,0.670122,0.150865,0.44925,0.659966,0.0799628,108985072,16.31,9896352,1.48,5975436,0.89,3319208,0.49,170264,0.02,7397456,1.1,264528,0.03,24796,NA,79625580,11.91,2311452,0.34,1.183221353,0.952261461,0.468491813,NA,13.72743319,0.023300832,0.766366914,0.003243339,0.028763298,10.30178418,7960190,6406394,3151806,NA,92352103,156758,5155778,21820,193507,69305851
Actinopteri,Amphiprion_percula,161767,Chordata,Actinopteri,NA,Pomacentridae,GCA_003047355.2,2.3,938880000,NA,NA,NA,NA,NA,NA,811,0.069671939,0.637251453,0.109331942,910,0.068874916,0.648020409,0.106285103,0.405535,0.485967,0.158815,0.407855,0.549728,0.0826299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinopteri,Gouania_willdenowi,441366,Chordata,Actinopteri,Blenniiformes,Gobiesocidae,GCA_900634775.2,3.1,1140111326,NA,NA,NA,NA,NA,NA,774,0.145158622,1.44213621,0.100655279,872,0.143965607,1.480149402,0.09726424,0.308229,1.57338,0.124841,0.302395,1.57086,0.0850312,399428936,35.28,42754500,3.77,1265728,0.11,10877376,0.96,387104,0.03,27151224,2.39,1781448,0.15,291468,0.02,301549016,26.63,13371072,1.18,1.373181088,1.854090994,0.680929609,NA,17.27281148,0.018575709,0.080037289,0.01151792,0.079155065,13.17532381,15655793,21138701,7763356,NA,196929280,211784,912514,131317,902456,150213359
Actinopteri,Salarias_fasciatus,181472,Chordata,Actinopteri,Blenniiformes,Blenniidae,GCA_902148845.1,6.3,811740000,NA,NA,NA,NA,NA,NA,759,0.099410094,1.136975088,0.087433837,857,0.098347876,1.162737559,0.084583039,0.308229,1.26331,0.102713,0.302395,1.12834,0.0822655,130797900,16.22,8555412,1.06,683948,0.08,4265616,0.52,89076,0.01,10756108,1.33,355492,0.04,42160,NA,103826980,12.88,2223108,0.27,0.668657607,0.92681697,0.378965161,NA,11.34828787,0.008096332,0.06519678,0.002343675,0.016689807,9.281521542,5427761,7523344,3076212,NA,92118592,65721,529228,19025,135478,75341823
Actinopteri,Anabas_testudineus,64144,Chordata,Actinopteri,Anabantiformes,Anabantidae,GCA_900324465.3,2.3,678357832.1,8,AnAge,NA,NA,2.079441542,NA,804,0.054975722,0.474919183,0.115758057,898,0.054949102,0.490573318,0.112009969,0.335457,0.447081,0.16055,0.326073,0.474612,0.0951633,69362660,10.29,5353316,0.79,255576,0.03,1127696,0.16,59768,NA,4539040,0.67,183512,0.02,11416,NA,55967600,8.3,1864736,0.27,0.265727408,0.350973293,0.117546084,NA,7.74280717,0.008158298,0.018730785,0.001248719,0.011654711,6.968767872,1802583,2380855,797383,NA,52523939,55342,127062,8471,79061,47273183
Actinopteri,Betta_splendens,158456,Chordata,Actinopteri,Anabantiformes,Osphronemidae,GCA_900634795.3,2.4,616140000,2,AnAge,NA,NA,0.693147181,NA,805,0.09779092,0.891856547,0.10964871,900,0.096049134,0.905542021,0.106068113,0.335457,0.83904,0.158918,0.326073,0.900822,0.0873917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinopteri,Channa_argus,215402,Chordata,Actinopteri,Anabantiformes,Channidae,GCA_018997905.1,1.6,860640000,NA,NA,8000,FishBase,NA,8.987196821,770,0.010724658,0.067888929,0.157973586,NA,NA,NA,NA,0.0779087,0.27222,0.223795,0.0637584,0.341619,0.14375,177368540,20.75,13774732,1.61,190616,0.02,2877624,0.33,9120,NA,13691436,1.6,1671128,0.19,1348,NA,139284544,16.29,5867992,0.68,0.312289382,0.779475349,0.18150096,NA,14.09755989,0.000591208,0.005649324,0.000197069,0.056033412,12.76182318,2687687,6708477,1562070,NA,121329239,5088,48620,1696,482246,109833355
Actinopteri,Channa_maculata,188791,Chordata,Actinopteri,Anabantiformes,Channidae,GCA_020496755.1,1.8,754808306.7,NA,NA,NA,NA,NA,NA,756,0.009817398,0.068433693,0.14345854,NA,NA,NA,NA,0.0779087,0.220188,0.23266,0.0637584,0.284545,0.112153,151639464,20.23,13500004,1.8,200660,0.02,3655932,0.48,6560,NA,12057368,1.6,1599756,0.21,196,NA,114827496,15.32,5791492,0.77,0.45805368,0.788059004,0.30896346,NA,13.49667112,0.001048349,0.006889151,NA,0.053540687,11.88011679,3457427,5948335,2332082,NA,101873995,7913,52000,NA,404130,89672108
Actinopteri,Mastacembelus_armatus,205130,Chordata,Actinopteri,Synbranchiformes,Mastacembelidae,GCA_900324485.3,1.4,722284328.6,NA,NA,500,FishBase,NA,6.214608098,810,0.080653463,0.655101602,0.12311596,905,0.079363995,0.663664933,0.119584433,0.426874,0.494805,0.185117,0.406586,0.511702,0.0968946,126878660,17.69,15093204,2.1,949540,0.13,5137860,0.71,133496,0.01,12109780,1.68,937416,0.13,11156,NA,89029984,12.41,3476224,0.48,1.454503232,1.194149881,0.474262345,NA,12.31570318,0.015273648,0.132007955,0.001324755,0.071147144,8.973034219,10505649,8625157,3425523,NA,88954394,110319,953473,9568,513885,64810820
Actinopteri,Brachirus_orientalis,435138,Chordata,Actinopteri,Pleuronectiformes,Soleidae,GCA_016785285.1,1,768282431.6,NA,NA,NA,NA,NA,NA,803,0.08825199,0.788809308,0.111880006,903,0.08684365,0.798352063,0.108778638,0.271859,0.908828,0.176741,0.268125,0.991184,0.086412,164942780,21.61,15368784,2.01,314016,0.04,9732572,1.27,246072,0.03,8921408,1.16,3065352,0.4,101940,0.01,121666856,15.94,5525780,0.72,0.993117848,0.811729529,0.985426207,NA,15.52456994,0.022477515,0.034052315,0.009931925,0.129488409,12.53797281,7629950,6236375,7570856,NA,119272543,172691,261618,76305,994837,96327042
Actinopteri,Trinectes_maculatus,195658,Chordata,Actinopteri,Pleuronectiformes,Achiridae,GCA_016785345.1,1.9,550711892.6,6,AnAge,NA,NA,1.791759469,NA,805,0.088025752,0.71097746,0.123809484,908,0.08683102,0.720763164,0.120470946,0.271859,0.821112,0.178765,0.268125,0.891643,0.106104,95956500,17.54,5840928,1.06,237816,0.04,13296160,2.43,143432,0.02,7047588,1.28,393532,0.07,21828,NA,66790336,12.21,2184880,0.39,1.017140547,1.122979834,2.484514754,NA,17.62369967,0.024793061,0.017813502,0.004896109,0.037397937,12.91416392,5601514,6184383,13682518,NA,97055810,136538,98101,26963,205955,71119837
Actinopteri,Colistium_nudipinnis,1156758,Chordata,Actinopteri,Pleuronectiformes,Rhombosoleidae,GCA_016785305.1,1.6,523286798.2,16,FishBase,1500,FishBase,2.772588722,7.313220387,811,0.094978963,0.787269803,0.120643472,909,0.093552171,0.802940053,0.116512024,0.279161,0.845765,0.180062,0.263209,1.02079,0.11288,83779956,16.12,1203100,0.23,42476,NA,978136,0.18,399800,0.07,1605912,0.3,232244,0.04,2060,NA,77149784,14.84,2166444,0.41,0.203141263,0.259715012,0.20117538,NA,15.3368377,0.097092786,0.014634908,NA,0.030252758,14.53082559,1063011,1359054,1052724,NA,80255647,508074,76583,NA,158309,76037892
Actinopteri,Pseudorhombus_dupliciocellatus,367197,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,GCA_016785235.1,1.6,484020198.6,NA,NA,NA,NA,NA,NA,811,0.098091614,0.861483205,0.11386364,915,0.096838444,0.873881376,0.110814176,0.279161,1.07284,0.163029,0.263209,1.06676,0.0874672,78167420,16.26,2122912,0.44,21944,NA,5096272,1.06,37912,NA,3151368,0.65,68268,0.01,NA,NA,64001148,13.31,3667596,0.76,0.470218322,0.752444022,1.159445682,NA,16.6817408,0.008523595,0.003314731,NA,0.009115511,14.27867894,2275952,3641981,5611951,NA,80742995,41256,16044,NA,44121,69111690
Actinopteri,Polydactylus_sextarius,435218,Chordata,Actinopteri,NA,Polynemidae,GCA_016801845.1,1.2,689208135.1,NA,NA,NA,NA,NA,NA,795,0.083235254,0.932120877,0.08929663,888,0.082523467,0.949700235,0.086894226,0.377978,0.676782,0.146083,0.370132,0.896869,0.0676091,71247640,10.41,6589700,0.96,1251248,0.18,770556,0.11,18260,NA,3874508,0.56,422936,0.06,960,NA,56901140,8.31,1418332,0.2,0.513764036,0.275445355,0.06371629,NA,6.703711021,0.001811057,0.169004577,8.23208E-05,0.01045474,5.669432645,3540904,1898392,439138,NA,46202522,12482,1164793,567,72055,39074191
Actinopteri,Echeneis_naucrates,173247,Chordata,Actinopteri,Carangiformes,Echeneidae,GCA_900963305.2,1.7,665040000,NA,NA,2300,FishBase,NA,7.740664402,805,0.081328399,0.792954936,0.102563708,900,0.080302963,0.800887299,0.100267494,0.306698,0.860679,0.161993,0.313859,0.938307,0.0746008,64485600,9.76,6418656,0.97,499704,0.07,1540580,0.23,166812,0.02,4054504,0.61,148600,0.02,1444,NA,50001268,7.57,1654032,0.25,0.304373499,0.367335332,0.127141159,NA,7.123383451,0.013914217,0.026263085,0.000260892,0.007218,6.276877267,2024206,2442927,845540,NA,47373349,92535,174660,1735,48003,41743745
Actinopteri,Seriola_lalandi_dorsalis,1841481,Chordata,Actinopteri,Carangiformes,Carangidae,GCA_002814215.1,4.2,892405765.2,12,FishBase,96840,FishBase,2.48490665,11.48081541,790,0.03563644,0.265856923,0.13404368,882,0.035139084,0.269898527,0.130193684,0.261822,0.303583,0.216179,0.273359,0.329725,0.100932,88984520,10.07,8094284,0.91,89548,0.01,1005560,0.11,22940,NA,3387872,0.38,511848,0.05,3312,NA,74327076,8.41,1542080,0.17,0.278483129,0.235476325,0.082375569,NA,4.340005812,0.00060634,0.003248248,8.66199E-05,0.026202534,3.713527047,2485199,2101404,735124,NA,38730462,5411,28988,773,233833,33139729
Actinopteri,Trachurus_trachurus,36212,Chordata,Actinopteri,Carangiformes,Carangidae,GCA_905171665.1,3.4,998495121.5,NA,NA,2000,FishBase,NA,7.60090246,800,0.074935017,0.72738317,0.103020004,890,0.074634823,0.744015708,0.100313504,0.261822,0.874265,0.148671,0.273359,0.985441,0.0811125,179518392,18.1,14143324,1.42,1779756,0.17,8240272,0.83,427284,0.04,6615320,0.66,664568,0.06,68524,NA,139757372,14.09,7821972,0.78,1.036124255,0.564409521,0.59646339,NA,12.38160244,0.044045653,0.150096218,0.005967476,0.02529073,9.9592052,10345650,5635602,5955658,NA,123629696,439794,1498703,59585,252527,99442178
Actinopteri,Istiophorus_platypterus,13575,Chordata,Actinopteri,Istiophoriformes,Istiophoridae,GCA_016859345.1,1.4,749148436.4,13,AnAge,55110,AnAge,2.564949357,10.91708647,794,0.052352389,0.493080737,0.106174071,889,0.051131452,0.496828167,0.102915767,0.288643,0.498328,0.185035,0.274471,0.729012,0.0798764,67014020,9,8849560,1.18,91640,0.01,398712,0.05,48920,NA,7050064,0.94,31160,NA,88,NA,49789576,6.69,754300,0.1,0.14548002,0.56013212,0.034346297,NA,5.630598768,0.00257219,0.001891316,7.56526E-05,0.001966969,4.884134205,1089861,4196221,257305,NA,42181543,19270,14169,567,14736,36589415
Actinopteri,Xiphias_gladius,8245,Chordata,Actinopteri,Istiophoriformes,Xiphiidae,GCA_016859285.1,1.8,645480000,NA,NA,650000,FishBase,NA,13.38472764,811,0.038180289,0.262377357,0.145516707,905,0.037957976,0.265441072,0.142999632,0.288643,0.30656,0.199269,0.274471,0.31806,0.120252,100622432,15.69,12442488,1.94,152264,0.02,3554628,0.55,69220,0.01,2994716,0.46,164436,0.02,NA,NA,80211076,12.51,1033604,0.16,0.166967049,0.08203431,0.503887407,NA,8.180682764,0.000702649,0.001580961,NA,0.003161922,7.422348465,1077739,529515,3252492,NA,52804671,4535,10205,NA,20410,47909775
Actinopteri,Lates_calcarifer,8187,Chordata,Actinopteri,NA,Centropomidae,GCA_001640805.1,5.1,684600000,NA,NA,NA,NA,NA,NA,787,0.048677976,0.41567773,0.117105085,881,0.04852896,0.422450819,0.114874816,0.334442,0.418984,0.179106,0.3329,0.406608,0.0923278,42349408,6.25,4195460,0.61,963420,0.14,947452,0.13,1640,NA,3272548,0.48,335448,0.04,7092,NA,32171656,4.75,454692,0.06,0.212339555,0.261155762,0.086577623,NA,3.450627223,0.000218907,0.10430907,0.00065672,0.009850804,2.775518782,1453677,1787872,592710,NA,23622994,1499,714100,4496,67439,19001202
Actinopteri,Toxotes_chatareus,270537,Chordata,Actinopteri,NA,Toxotidae,GCA_016801885.1,1.7,754694673.9,NA,NA,750,FishBase,NA,6.620073207,767,0.049767504,0.385789542,0.129001694,858,0.048885055,0.390076785,0.125321622,0.334442,0.379594,0.198784,0.3329,0.3873,0.103582,108345088,14.45,6332208,0.84,1028636,0.13,3334672,0.44,49096,NA,6247416,0.83,120460,0.01,89632,0.01,90166392,12.03,976576,0.13,0.406421154,0.630027775,0.289293877,NA,9.573617718,0.004874054,0.110753514,0.008548342,0.008173414,8.115525588,3067239,4754786,2183285,NA,72251583,36784,835851,64514,61684,61247439
Actinopteri,Psettodes_erumei,195640,Chordata,Actinopteri,Pleuronectiformes,Psettodidae,GCA_016785225.1,1.5,694380000,NA,NA,9000,FishBase,NA,9.104979856,806,0.076187533,0.761155051,0.10009463,906,0.074964556,0.772505568,0.097040797,0.355704,0.586808,0.168262,0.355835,0.731231,0.0855702,173031808,25.09,1967960,0.28,1222468,0.17,4747608,0.68,21112,NA,6695188,0.97,14936,NA,6112,NA,157090708,22.78,1265716,0.18,0.18211144,0.822255833,0.557270726,NA,19.77569833,0.002349302,0.11203742,0.000162021,0.002025261,18.09748633,1264545,5709580,3869576,NA,137318494,16313,777965,1125,14063,125665326
Actinopteri,Cephalopholis_sonnerati,160708,Chordata,Actinopteri,Perciformes,Serranidae,GCA_019142605.1,3.2,1269084052,NA,NA,NA,NA,NA,NA,795,0.02394479,0.206486263,0.115963116,897,0.041511697,0.368563087,0.112631185,0.237206,0.320382,0.152179,0.244446,0.276111,0.0948296,377296792,29.94,54965372,4.36,16781896,1.33,3635176,0.28,63712,NA,27672056,2.19,1604448,0.12,54936,NA,270554272,21.47,1964924,0.15,1.04877509,1.05369335,0.150533895,NA,9.837442715,0.002371304,1.050004655,0.004391304,0.025469562,6.502203556,13309837,13372254,1910402,NA,124845417,30094,13325442,55729,323230,82518428
Actinopteri,Epinephelus_coioides,94232,Chordata,Actinopteri,Perciformes,Serranidae,GCA_900536245.1,1.9,1244670461,22,AnAge,8250,AnAge,3.091042453,9.017968479,767,0.008563737,0.058886301,0.145428338,NA,NA,NA,NA,0.0631389,0.296743,0.177543,0.0820916,0.283659,0.127624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinopteri,Epinephelus_lanceolatus,310571,Chordata,Actinopteri,Perciformes,Serranidae,GCA_005281545.1,2.3,1321958201,NA,NA,400000,FishBase,NA,12.89921983,779,0.00785167,0.052175357,0.150486181,NA,NA,NA,NA,0.0631389,0.238758,0.200079,0.0820916,0.220729,0.137311,470393532,35.83,65392268,4.98,4076376,0.31,5560648,0.42,50568,NA,33061160,2.51,2386356,0.18,44716,NA,356151216,27.12,3670224,0.27,1.922666971,1.379200532,0.243411361,NA,16.33731812,0.002827835,0.174803726,0.00278433,0.059558562,12.5520648,25416854,18232455,3217796,NA,215972517,37383,2310832,36808,787339,165933050
Actinopteri,Plectropomus_leopardus,160734,Chordata,Actinopteri,Perciformes,Serranidae,GCA_008729295.2,3.6,1017120000,26,AnAge,12980,AnAge,3.258096538,9.47116499,745,0.050535895,0.481446225,0.104966853,835,0.048814774,0.475839873,0.102586556,0.335853,0.478032,0.14551,0.356568,0.447737,0.0682981,98308752,9.74,7744276,0.76,380800,0.03,3992616,0.39,46320,NA,6849436,0.67,453752,0.04,NA,NA,76905764,7.62,1935788,0.19,0.123573091,0.262662086,0.23651678,NA,2.870341451,0.002115805,0.004281986,NA,0.004886502,2.2363052,1256887,2671589,2405659,NA,29194817,21520,43553,NA,49702,22745907
Actinopteri,Cottoperca_gobio,56716,Chordata,Actinopteri,Perciformes,Bovichtidae,GCA_900634415.1,1.9,743392664.7,NA,NA,NA,NA,NA,NA,755,0.053638249,0.307763552,0.174283954,838,0.053419856,0.31713953,0.168442754,0.292761,0.307943,0.268646,0.307423,0.328886,0.128287,183905552,24.92,5871364,0.79,139360,0.01,3611492,0.48,209400,0.02,8003532,1.08,332380,0.04,4260,NA,157565060,21.35,8168704,1.1,0.510815408,0.799927079,0.288450088,NA,9.397856766,0.012423054,0.001543693,7.35092E-05,0.017936244,7.76668769,3797364,5946599,2144317,NA,69862978,92352,11476,546,133337,57736987
Actinopteri,Dissostichus_mawsoni,36200,Chordata,Actinopteri,Perciformes,Nototheniidae,GCA_011823955.1,8,997560000,31,AnAge,44000,AnAge,3.433987204,10.69194491,713,0.013568398,0.062047074,0.218679097,777,0.01880503,0.114923393,0.163631003,0.0345065,0.418559,0.308681,0.0330537,0.613833,0.200809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinopteri,Trematomus_bernacchii,40690,Chordata,Actinopteri,Perciformes,Nototheniidae,GCA_902827165.1,2.6,1163820000,10,AnAge,NA,NA,2.302585093,NA,602,0.007377509,0.041015211,0.179872514,NA,NA,NA,NA,0.0152967,0.397,0.312725,0.0174766,0.491731,0.184351,331362220,28.67,32366020,2.8,1019556,0.08,11122980,0.96,110284,NA,24581912,2.12,648776,0.05,23120,NA,255652576,22.12,5836996,0.5,2.088119878,1.933506058,0.857066261,NA,23.28126049,0.00557124,0.077378336,0.001428523,0.038189185,18.28000101,24301957,22502530,9974709,NA,270951966,64839,900545,16625,444453,212746308
Actinopteri,Trematomus_loennbergii,40692,Chordata,Actinopteri,Perciformes,Nototheniidae,GCA_012861695.1,13.1,1470958984,NA,NA,NA,NA,NA,NA,588,0.010403043,0.041215038,0.252408926,NA,NA,NA,NA,0.0152967,0.486556,0.331275,0.0174766,0.560963,0.204707,615890276,42.16,50442008,3.45,1802044,0.12,18377724,1.25,150572,0.01,41314984,2.82,1088212,0.07,10448,NA,492135644,33.69,10568640,0.72,2.484213925,2.375993039,1.159995041,NA,33.88877967,0.007067959,0.098487959,0.000308982,0.051638589,27.71107418,36541768,34949883,17063051,NA,498490049,103967,1448717,4545,759582,407618535
Actinopteri,Gymnodraco_acuticeps,8218,Chordata,Actinopteri,Perciformes,Bathydraconidae,GCA_902827175.1,1.8,1212390390,NA,NA,NA,NA,NA,NA,699,0.007575221,0.034994783,0.21646716,NA,NA,NA,NA,0.0221144,0.521713,0.288385,0.0212351,0.562219,0.181125,476979616,39.62,53785492,4.46,1178988,0.09,18854660,1.56,358224,0.02,36874124,3.06,822220,0.06,3448,NA,355048504,29.49,10053956,0.83,3.674399669,2.814365794,1.298086565,NA,31.28742009,0.008429434,0.086980646,9.26311E-05,0.046176626,23.35888872,44548068,34121100,15737877,NA,379325674,102198,1054545,1123,559841,283200922
Actinopteri,Pseudochaenichthys_georgianus,52239,Chordata,Actinopteri,Perciformes,Channichthyidae,GCA_902827115.1,1.8,1247747733,NA,NA,2080,FishBase,NA,7.640123173,731,0.01141907,0.060815315,0.18776635,835,0.023245029,0.157233435,0.147837695,0.0221144,0.446663,0.285079,0.0212351,1.03897,0.157393,478611856,38.63,58416384,4.71,477312,0.03,23096260,1.86,885652,0.07,44106932,3.56,931880,0.07,NA,NA,341801360,27.59,8896076,0.71,3.681583731,3.191021451,1.595332112,NA,29.2348059,0.023710957,0.026658081,NA,0.047600527,20.66889904,45936878,39815898,19905720,NA,364776628,295853,332626,NA,593934,257895719
Actinopteri,Harpagifer_antarcticus,43256,Chordata,Actinopteri,Perciformes,Harpagiferidae,GCA_902827135.1,1.9,1145356209,9,AnAge,NA,NA,2.197224577,NA,717,0.009940273,0.049728323,0.199891585,NA,NA,NA,NA,0.0229501,0.545221,0.267814,0.0240543,0.811788,0.159981,411875016,36.22,42001712,3.69,564120,0.04,12476564,1.09,343876,0.03,38111768,3.35,779492,0.06,15892,NA,310314696,27.29,7266896,0.63,2.726701512,3.022024737,0.968569102,NA,28.00382137,0.007751266,0.03589805,0.000920463,0.047864066,21.19399529,31230445,34612948,11093566,NA,320743507,88780,411161,10543,548214,242746741
Actinopteri,Ophiodon_elongatus,225387,Chordata,Actinopteri,Perciformes,Hexagrammidae,GCA_016806645.1,1.8,787570201.2,20,AnAge,32505,AnAge,2.995732274,10.3891492,788,0.039253022,0.246636033,0.15915364,880,0.039318781,0.253772718,0.154936989,0.213447,0.345563,0.230081,0.169052,0.398159,0.150432,121008960,15.47,7737080,0.98,1594744,0.2,3096324,0.39,129908,0.01,8664064,1.1,956508,0.12,13904,NA,96145240,12.29,2671188,0.34,0.400137742,0.646157018,0.242729271,NA,9.089260765,0.005264008,0.097237931,0.000219334,0.050300524,7.647214938,3151366,5088940,1911663,NA,71584309,41458,765817,1727,396152,60227186
Actinopteri,Pseudoliparis_sp._Yap_Trench,2499240,Chordata,Actinopteri,Perciformes,Liparidae,GCA_004335475.1,15.5,1023279396,NA,NA,NA,NA,NA,NA,654,0.081611258,0.539273758,0.151335489,725,0.080503781,0.555014849,0.145047978,0.213447,0.546935,0.245338,0.169052,1.11014,0.166728,378825000,37.28,26582512,2.61,2953524,0.29,21058120,2.07,143836,0.01,42198516,4.15,1291680,0.12,1421848,0.13,271794300,26.75,11380664,1.12,1.755920293,3.407554827,1.750817294,NA,26.40145186,0.011780328,0.223337644,0.10917161,0.087673868,19.05519599,17967971,34868806,17915753,NA,270160617,120546,2285368,1117131,897149,194987895
Actinopteri,Pungitius_pungitius,134920,Chordata,Actinopteri,Perciformes,Gasterosteidae,GCA_902500615.3,2.1,570566942.5,5,AnAge,NA,NA,1.609437912,NA,797,0.083266887,0.673298538,0.123670084,895,0.080955943,0.678213396,0.119366477,0.260906,0.848257,0.183106,0.229307,0.950139,0.120827,138976280,24.46,6904420,1.21,917584,0.16,7520196,1.32,371892,0.06,4607508,0.81,116372,0.02,2636,NA,114995636,20.24,3540036,0.62,0.753763581,0.471787038,0.980472722,NA,19.94685951,0.050272389,0.133898575,0.000805647,0.009828897,17.54603066,4300726,2691861,5594253,NA,113810186,286838,763981,4597,56080,100111851
Actinopteri,Sebastes_aleutianus,214485,Chordata,Actinopteri,Perciformes,Sebastidae,GCA_916700875.1,10.7,1082445079,205,AnAge,495,AnAge,5.323009979,6.204557763,659,0.006341638,0.041343357,0.153389532,NA,NA,NA,NA,0.0797545,0.147924,0.229835,0.0953894,0.14213,0.110184,350215956,32.58,51049504,4.74,2307556,0.21,4283172,0.39,101656,NA,13222924,1.23,1365776,0.12,20260,NA,273163192,25.41,4701916,0.43,1.358151857,0.743019593,0.280973354,NA,12.11399701,0.004682012,0.120680186,0.000946924,0.058814493,9.546675982,14701248,8042779,3041382,NA,131127364,50680,1306297,10250,636635,103337524
Actinopteri,Sebastes_dallii,394690,Chordata,Actinopteri,Perciformes,Sebastidae,GCA_916700725.1,3.5,1033628697,12,AnAge,NA,NA,2.48490665,NA,703,0.007301126,0.046441041,0.157212806,NA,NA,NA,NA,0.0797545,0.186891,0.191746,0.0953894,0.158633,0.147105,328815164,32.03,44271492,4.31,7354872,0.71,5303748,0.51,87412,NA,14055884,1.36,1465132,0.14,17176,NA,252516676,24.6,3742772,0.36,1.142817779,0.893720206,0.393816649,NA,12.03433358,0.005015017,0.566752087,0.001157312,0.048166212,8.982888319,11812493,9237749,4070602,NA,124390325,51837,5858112,11962,497860,92849711
Actinopteri,Sebastes_diaconus,2603974,Chordata,Actinopteri,Perciformes,Sebastidae,GCA_916700945.1,1.8,1006123834,NA,NA,NA,NA,NA,NA,317,0.00254499,0.016151027,0.157574512,NA,NA,NA,NA,0.019869,0.0867002,0.172592,0.0229223,0.12835,0.0900173,304133040,30.44,42948572,4.29,2205052,0.22,4015324,0.4,68708,NA,11021032,1.1,1347404,0.13,22868,NA,238806672,23.9,3697408,0.37,1.096869887,0.647365531,0.287026081,NA,10.24388725,0.003453371,0.121773787,0.00107564,0.044384309,8.041938643,11035869,6513299,2887838,NA,103066191,34745,1225195,10822,446561,80911861
